Park,Name,Unit Code,Park Type,Region,State,Sum Visits,Year,Month,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2019,10,374003,4770,3312,1055,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2019,11,123376,387,270,101,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2019,12,113050,252,240,82,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,1,126866,198,186,63,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,2,110667,159,225,67,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,3,97690,438,126,78,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,4,0,0,0,0,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,5,63051,0,0,124,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,6,491355,7725,8130,7275,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,7,723478,6381,11949,13041,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,8,580368,7506,10212,12334,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,9,500019,7776,5253,6738,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,10,297665,984,756,1630,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,11,157875,0,0,71,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2020,12,156165,183,180,101,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,1,140715,198,186,63,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,2,133771,186,273,44,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,3,155819,435,351,65,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,4,183792,1278,1311,141,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,5,335060,3915,2562,1974,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,6,671232,11589,6144,6835,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,7,904767,12606,5985,11939,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,8,746343,12447,5784,10226,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,9,521233,8730,5445,6184,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,10,352736,3627,2805,1760,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,11,164992,708,948,103,40.4,-105.58
Rocky Mountain NP,Rocky Mountain National Park,ROMO,National Park,Intermountain ,CO,39766818,2021,12,124388,201,354,50,40.4,-105.58
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,1,61544,0,0,132,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,2,77317,0,0,128,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,3,90023,0,0,354,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,4,61418,0,0,341,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,5,44534,0,0,95,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,6,32114,0,0,34,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,7,39512,0,0,31,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,8,34863,0,0,19,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,9,33840,0,0,83,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,10,43143,0,0,124,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,11,60037,0,0,110,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2012,12,55941,0,0,94,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,1,76927,0,0,58,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,2,70794,0,0,129,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,3,125881,0,0,300,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,4,94764,0,0,340,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,5,46141,0,0,229,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,6,30949,0,0,163,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,7,39896,0,0,36,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,8,35161,0,0,12,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,9,31072,0,0,78,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,10,29117,0,0,41,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,11,41561,0,0,137,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2013,12,55998,0,0,87,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,1,77883,0,0,82,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,2,76856,0,0,207,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,3,96500,0,0,371,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,4,70494,0,0,179,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,5,45841,0,0,86,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,6,32480,0,0,19,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,7,36279,0,0,11,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,8,38075,0,0,25,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,9,34155,0,0,66,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,10,44325,0,0,142,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,11,59958,0,0,106,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2014,12,60726,0,0,83,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,1,82743,0,0,129,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,2,97933,0,0,139,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,3,118729,0,0,567,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,4,77715,0,0,215,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,5,55800,0,0,154,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,6,34434,0,0,55,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,7,41292,0,0,22,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,8,37614,0,0,25,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,9,37218,0,0,120,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,10,45058,0,0,162,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,11,60026,0,0,176,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2015,12,64884,0,0,82,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,1,88923,0,0,76,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,2,103376,0,0,206,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,3,118125,0,0,489,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,4,83290,0,0,324,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,5,57396,0,0,137,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,6,37587,0,0,26,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,7,40050,0,0,19,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,8,42248,0,0,11,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,9,38865,0,0,122,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,10,51086,0,0,156,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,11,67524,0,0,160,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2016,12,91956,0,0,142,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,1,106868,0,0,210,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,2,129417,0,0,222,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,3,139654,0,0,702,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,4,99335,0,0,479,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,5,61633,0,0,124,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,6,45316,0,0,23,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,7,51672,0,0,7,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,8,56232,0,0,51,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,9,43075,0,0,128,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,10,59768,0,0,166,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,11,81806,0,0,116,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2017,12,89984,0,0,111,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,1,104478,0,0,132,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,2,131262,0,0,196,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,3,152999,0,0,637,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,4,98936,0,0,367,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,5,62140,0,0,96,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,6,42723,0,0,53,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,7,49881,0,0,16,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,8,49400,0,0,48,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,9,43637,0,0,51,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,10,62855,0,0,130,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,11,96302,0,0,237,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2018,12,62792,0,0,95,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,1,48968,0,0,66,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,2,149371,0,0,209,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,3,186275,0,0,719,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,4,117802,0,0,447,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,5,75838,0,0,164,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,6,49481,0,0,26,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,7,48553,0,0,19,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,8,51309,0,0,16,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,9,44812,0,0,45,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,10,64529,0,0,128,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,11,87053,0,0,212,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2019,12,96235,0,0,134,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,1,124069,0,0,114,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,2,146224,0,0,324,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,3,98901,0,0,677,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,4,22820,0,0,405,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,5,22300,0,0,389,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,6,20362,0,0,88,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,7,25649,0,0,111,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,8,24301,0,0,69,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,9,23934,0,0,110,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,10,37950,0,0,427,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,11,52377,0,0,383,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2020,12,163339,0,0,364,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,1,186505,0,0,258,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,2,177726,0,0,409,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,3,201010,0,0,1003,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,4,124267,0,0,851,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,5,37630,0,0,300,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,6,19808,0,0,71,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,7,38297,0,0,38,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,8,37217,0,0,34,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,9,39172,0,0,155,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,10,56615,0,0,437,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,11,72714,0,0,290,32.25,-110.5
Saguaro NP,Saguaro National Park,SAGU,National Park,Intermountain ,AZ,8344394,2021,12,88825,0,0,169,32.25,-110.5
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,1,30112,487,0,174,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,2,28557,579,0,305,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,3,45541,347,48,460,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,4,59186,2035,655,604,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,5,108045,7451,1657,975,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,6,123538,19010,5543,2064,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,7,178374,35565,8262,5597,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,8,255984,31549,7406,8235,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,9,147491,14959,3870,2775,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,10,69775,4042,719,548,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,11,32886,1399,86,195,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2012,12,27095,398,51,37,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,1,24429,340,32,162,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,2,21262,547,118,161,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,3,43242,1536,232,524,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,4,50937,2531,630,604,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,5,98904,7855,2922,1644,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,6,147445,19567,6118,4691,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,7,161286,31638,8195,5873,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,8,162352,32360,6214,9618,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,9,105351,15264,4360,2727,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,10,28702,1049,490,222,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,11,37328,1196,477,283,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2013,12,28036,423,159,122,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,1,25825,747,134,202,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,2,26877,636,188,394,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,3,48135,1787,534,766,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,4,70926,3301,1034,1077,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,5,101054,10341,3294,1045,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,6,135952,23907,6815,5331,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,7,179033,31240,8443,6314,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,8,180619,32671,7025,9639,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,9,112109,16021,4805,2565,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,10,70260,6478,1921,1108,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,11,45885,1733,442,395,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2014,12,42462,700,267,177,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,1,35320,836,213,314,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,2,29613,1034,366,475,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,3,53100,3097,817,1097,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,4,68602,5171,1673,1154,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,5,113812,10345,9543,1992,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,6,139746,18177,6633,6765,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,7,197117,35540,8147,7562,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,8,173943,32509,6061,9772,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,9,124126,19353,3896,1837,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,10,70954,5568,1469,1013,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,11,48251,1860,522,241,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2015,12,42880,343,108,214,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,1,41007,566,210,185,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,2,33815,496,99,475,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,3,59292,3005,1002,548,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,4,73518,4341,1549,818,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,5,127056,10926,3876,3162,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,6,160327,30480,8373,6707,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,7,221476,39168,11763,9534,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,8,191657,35953,25004,8317,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,9,150580,18686,13372,4513,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,10,92679,4646,3972,1419,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,11,57513,617,207,251,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2016,12,45768,830,305,318,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2017,1,28877,452,156,34,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2017,2,27306,636,261,385,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2017,3,58609,2194,687,758,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2017,4,94141,3266,1336,1177,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2017,5,131584,6777,2639,2089,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2017,6,169618,23363,7581,5408,36.43,-118.68
Sequoia NP,Sequoia National Park,SEQU,National Park,Pacific West ,CA,11029684,2017,7,232403,38131,10977,8309,36.43,-118.68
