Park,Name,Unit Code,Park Type,Region,State,Sum Visits,Year,Month,Recreation Visits,Tent Campers,RV Campers,Backcountry Campers,Latitude,Longitude
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,1,11930,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,2,12388,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,3,22684,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,4,59471,1338,174,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,5,157406,7800,1467,29,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,6,309198,17220,3888,205,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,7,539234,36156,6540,300,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,8,574307,37554,7200,392,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,9,391810,17832,6291,334,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,10,302932,6387,1134,56,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,11,38385,195,66,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2012,12,11307,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,1,11249,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,2,9869,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,3,20631,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,4,47090,1203,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,5,133653,5985,1230,45,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,6,315791,17415,4482,226,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,7,555308,34113,7569,368,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,8,617306,37020,7980,343,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,9,400400,17322,7107,184,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,10,94904,1212,528,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,11,41181,423,129,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2013,12,7540,60,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,1,10459,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,2,10258,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,3,17502,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,4,57211,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,5,153013,8133,1671,46,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,6,338845,19848,4761,285,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,7,561073,35091,8349,341,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,8,638152,36438,8394,285,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,9,418173,19992,7620,223,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,10,313920,6972,2574,50,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,11,31013,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2014,12,13510,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,1,12578,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,2,10626,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,3,18062,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,4,63214,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,5,187205,10248,1737,44,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,6,359661,20187,4776,222,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,7,606597,36642,7992,310,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,8,666767,36042,7902,332,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,9,479320,23814,7206,241,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,10,344362,8067,2481,84,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,11,48912,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2015,12,13880,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,1,17204,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,2,16530,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,3,28121,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,4,94199,885,168,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,5,217147,10521,1854,38,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,6,445410,25488,7938,303,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,7,696854,39942,11757,353,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,8,735945,40557,11649,381,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,9,570434,23148,10044,249,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,10,412416,12270,3219,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,11,55022,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2016,12,14111,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,1,15520,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,2,14342,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,3,20936,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,4,85267,594,195,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,5,222978,10827,3213,298,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,6,476191,24372,9360,298,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,7,743529,39429,12642,325,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,8,762436,39864,11874,336,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,9,595388,27054,13554,253,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,10,507594,10446,4974,87,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,11,53006,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2017,12,12084,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,1,11974,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,2,12167,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,3,23756,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,4,72858,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,5,249050,11325,3912,126,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,6,499163,25626,10479,323,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,7,759165,37218,12723,345,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,8,767219,37923,12579,345,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,9,600397,25128,14097,271,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,10,488204,7524,4425,62,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,11,40930,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2018,12,12692,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,1,8532,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,2,9154,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,3,20161,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,4,68046,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,5,226156,10416,3327,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,6,490720,23721,10383,263,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,7,756439,36135,11853,357,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,8,759735,39093,11637,396,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,9,603273,22425,15174,185,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,10,436194,9195,5322,83,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,11,46011,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2019,12,12865,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,1,12640,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,2,13459,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,3,28539,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,4,55713,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,5,103120,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,6,201156,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,7,493971,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,8,681746,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,9,500320,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,10,480859,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,11,76251,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2020,12,21260,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,1,20268,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,2,16123,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,3,38060,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,4,110096,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,5,324654,7992,2460,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,6,661919,16794,7186,161,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,7,782146,27930,9880,390,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,8,795437,28405,8986,534,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,9,667301,19035,8854,386,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,10,557624,7602,3306,141,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,11,81089,0,0,0,44.35,-68.21
Acadia NP,Acadia National Park,ACAD,National Park,Northeast ,ME,30585944,2021,12,14381,0,0,0,44.35,-68.21
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,1,14961,266,96,28,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,2,17870,146,89,28,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,3,72273,2600,1180,183,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,4,103800,3229,2187,109,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,5,142876,3910,2165,156,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,6,143482,3929,1520,74,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,7,145696,2670,1561,42,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,8,139036,2222,1466,68,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,9,139801,3818,1777,78,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,10,96310,2926,1774,70,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,11,36170,1068,814,15,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2012,12,18302,218,113,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,1,11099,110,26,4,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,2,16426,82,26,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,3,73935,3756,1310,143,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,4,108086,3202,2022,170,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,5,149321,3726,2195,231,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,6,154505,3510,1787,100,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,7,156182,2670,1561,42,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,8,147259,3129,1606,117,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,9,143755,3845,1804,77,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,10,57446,2117,1154,34,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,11,43928,1409,842,33,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2013,12,20924,149,98,2,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,1,17038,101,36,1,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,2,22559,473,353,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,3,89841,3726,1156,220,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,4,122186,3205,1966,155,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,5,165379,3721,2217,235,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,6,170286,3521,1790,118,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,7,169844,2684,1588,126,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,8,173416,2265,1488,121,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,9,165222,1450,2257,75,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,10,115545,2400,1572,108,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,11,46940,1368,859,41,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2014,12,26511,338,154,11,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,1,20699,288,137,14,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,2,34255,842,432,25,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,3,103649,3853,1401,230,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,4,138903,3364,2157,219,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,5,179804,3745,2271,236,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,6,189073,3548,1817,116,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,7,195748,2684,1588,99,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,8,173186,2692,1904,84,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,9,171711,1971,1723,67,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,10,115859,2570,2026,89,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,11,49087,1282,838,19,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2015,12,27273,319,271,10,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,1,20311,274,197,21,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,2,33200,850,451,34,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,3,119122,2786,1674,314,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,4,151112,3172,2157,199,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,5,201718,3632,2217,296,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,6,211706,3356,1520,123,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,7,210359,2740,1709,87,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,8,188340,2946,2273,84,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,9,200906,3027,2217,16,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,10,146250,2808,2150,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,11,69404,2047,1956,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2016,12,33290,408,137,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,1,21549,338,113,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,2,38248,886,552,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,3,128508,0,0,6,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,4,155286,0,0,6,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,5,188726,0,0,25,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,6,193060,0,0,3,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,7,192767,0,0,3,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,8,177764,0,0,7,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,9,187603,0,0,9,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,10,138325,0,0,5,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,11,72867,0,0,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2017,12,44325,202,161,1,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,1,31810,230,257,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,2,40325,732,602,6,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,3,134951,559,408,40,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,4,167156,1631,2219,40,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,5,215255,1720,2271,90,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,6,214443,2562,1631,32,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,7,205493,2244,1801,23,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,8,183840,2060,1431,47,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,9,206254,1334,1253,28,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,10,147996,2618,2165,33,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,11,74155,2006,1903,25,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2018,12,41879,242,216,4,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,1,21499,48,55,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,2,30239,0,0,2,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,3,132191,578,451,64,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,4,168788,1612,2130,46,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,5,217474,1720,2271,64,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,6,225206,2754,1828,59,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,7,208993,2916,1855,23,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,8,184890,2025,1704,47,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,9,207857,2128,1650,28,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,10,149764,2340,2371,45,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,11,73420,1121,1745,25,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2019,12,39381,281,230,2,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,1,28462,48,142,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,2,42416,641,444,6,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,3,81623,597,726,28,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,4,0,0,0,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,5,13832,0,0,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,6,163699,0,0,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,7,193824,1058,770,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,8,164539,2068,1874,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,9,203866,2740,2406,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,10,177864,1896,2294,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,11,103916,1142,1771,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2020,12,64042,192,194,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,1,48725,0,0,0,38.68,-109.57
Arches NP,Arches National Park,ARCH,National Park,Intermountain ,UT,14330410,2021,2,53986,0,0,0,38.68,-109.57
